ua01_id_punktu_adresowego,ua02_id_pe,ua03_id_po,ua04_terc,ua05_simc,ua06_ulic,ua07_nr_porzadkowy,ua08_szerokosc,ua09_dlugosc,ua10_medium_dochodzace_do_pa,ua11_technologia_dostepowa,ua12_instalacja_telekom,ua13_medium_instalacji_budynku,ua14_technologia_dostepowa,ua15_identyfikacja_uslugi,ua16_dostep_stacjonarny,ua17_dostep_stacjonarny_bezprzewodowy,ua18_telewizja_cyfrowa,ua19_radio,ua20_usluga_telefoniczna,ua21_predkosc_uslugi_td,ua22_liczba_uzytkownikow_uslugi_td
"AD0001","P0003","","2261011","0933016","26191","9c","54.3740","18.5237","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W3_1","Nie","Tak","Nie","Nie","Nie","03","1"
"AD0002","P0006","","2215092","0175120","03509","3","54.4646","18.3729","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W6_1","Nie","Tak","Nie","Nie","Nie","03","2"
"AD0003","P0009","","2215092","0175188","08179","2","54.4490","18.3874","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W9_1","Nie","Tak","Nie","Nie","Nie","03","3"
"AD0004","P0009","","2215092","0175188","08179","2","54.4490","18.3874","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W9_2","Nie","Tak","Nie","Nie","Nie","05","1"
"AD0005","P0010","","2215092","0175290","19908","58","54.4608","18.3075","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W10_1","Nie","Tak","Nie","Nie","Nie","03","1"
"AD0006","P0010","","2215092","0175290","19908","58","54.4608","18.3075","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W10_2","Nie","Tak","Nie","Nie","Nie","05","1"
"AD0007","P0011","","2215092","0175290","02462","5","54.4572","18.3357","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W11_1","Nie","Tak","Nie","Nie","Nie","03","3"
"AD0008","P0012","","2215092","0175478","23884","5","54.4401","18.3207","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W12_1","Nie","Tak","Nie","Nie","Nie","03","1"
"AD0009","P0012","","2215092","0175478","23884","5","54.4401","18.3207","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W12_2","Nie","Tak","Nie","Nie","Nie","05","1"
"AD0010","P0013","","2261011","0933016","09024","4","54.4311","18.4767","radiowe","WiFi - 802.11ac w paśmie 5GHz","","","","SPE_1_W13_1","Nie","Tak","Nie","Nie","Nie","02","1"
